,Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint,2010 Population,Land-Sq-Mi,Density Per Sq Mile,contains_college
483,94609,Oakland,CA,37.834926,-122.264,-8,1,"37.834926,-122.264",20596,1.7080000000000002,12058.548009999999,False
484,90032,Los Angeles,CA,34.08166,-118.17568,-8,1,"34.08166,-118.17568",45786,4.7669999999999995,9604.782882,True
485,14627,Rochester,NY,43.127513,-77.627674,-5,1,"43.127513,-77.627674",2320,0.154,15064.93506,False
486,33020,Hollywood,FL,26.016984,-80.14925,-5,1,"26.016984,-80.14925",41329,6.053,6827.853956999999,False
487,10011,New York,NY,40.741012,-74.00012,-5,1,"40.741012,-74.00012",50984,0.6609999999999999,77131.61876,False
488,7017,East Orange,NJ,40.770933,-74.20589,-5,1,"40.770933,-74.20589",35945,2.237,16068.395169999998,False
489,90255,Huntington Park,CA,33.978404,-118.21773,-8,1,"33.978404,-118.21773",75066,3.718,20189.88704,True
490,89142,Las Vegas,NV,36.148416999999995,-115.04767,-8,1,"36.148417,-115.04767",33731,4.77,7071.48847,False
491,92704,Santa Ana,CA,33.724167,-117.90623000000001,-8,1,"33.724167,-117.90623",88123,7.388999999999999,11926.24171,True
492,31698,Valdosta,GA,30.84848,-83.28775300000001,-5,1,"30.84848,-83.287753",2223,0.084,26464.28571,False
493,90247,Gardena,CA,33.891265000000004,-118.2975,-8,1,"33.891265,-118.2975",47487,3.7539999999999996,12649.706979999999,True
494,91764,Ontario,CA,34.077327000000004,-117.6222,-8,1,"34.077327,-117.6222",54086,7.997000000000001,6763.2862319999995,True
495,2171,Quincy,MA,42.284498,-71.02316,-5,1,"42.284498,-71.02316",17711,2.452,7223.083197,False
496,74078,Stillwater,OK,36.093665,-96.98745799999999,-6,1,"36.093665,-96.987458",2295,0.242,9483.471074,False
497,19023,Darby,PA,39.916261999999996,-75.26517,-5,1,"39.916262,-75.26517",22164,1.9969999999999999,11098.64797,True
498,11710,Bellmore,NY,40.673438,-73.53381999999999,-5,1,"40.673438,-73.53382",34496,4.885,7061.617195000001,False
499,55814,Duluth,MN,47.640367,-92.442797,-6,1,"47.640367,-92.442797",772,0.046,16782.6087,False
500,91732,El Monte,CA,34.070659,-118.01383,-8,1,"34.070659,-118.01383",61386,4.615,13301.40845,False
501,44243,Kent,OH,41.146862,-81.3388,-5,1,"41.146862,-81.3388",5658,0.484,11690.08264,False
502,31207,Macon,GA,32.830389000000004,-83.648552,-5,1,"32.830389,-83.648552",974,0.172,5662.790698,True
503,18510,Scranton,PA,41.40918,-75.64508000000002,-5,1,"41.40918,-75.64508",14119,2.144,6585.354478,False
504,89074,Henderson,NV,36.038181,-115.086999,-8,1,"36.038181,-115.086999",47095,8.978,5245.600356,False
505,10468,Bronx,NY,40.867107,-73.89916,-5,1,"40.867107,-73.89916",76103,1.07,71124.29907000001,True
506,10801,New Rochelle,NY,40.915845000000004,-73.78643000000001,-5,1,"40.915845,-73.78643",40827,3.417,11948.20018,True
507,78225,San Antonio,TX,29.387734000000002,-98.52492,-6,1,"29.387734,-98.52492",13025,1.9609999999999999,6642.019378,False
508,8618,Trenton,NJ,40.238258,-74.7805,-5,1,"40.238258,-74.7805",38229,6.061,6307.375021,False
509,1970,Salem,MA,42.516845,-70.8985,-5,1,"42.516845,-70.8985",41109,8.109,5069.5523490000005,True
510,91786,Upland,CA,34.101659000000005,-117.65776000000001,-8,1,"34.101659,-117.65776",51165,8.952,5715.482574000001,False
511,2115,Boston,MA,42.34308,-71.09268,-5,1,"42.34308,-71.09268",28441,0.7090000000000001,40114.24542,True
512,23460,Virginia Beach,VA,36.837598,-76.026053,-5,1,"36.837598,-76.026053",1201,0.217,5534.562212,True
513,18018,Bethlehem,PA,40.625444,-75.38831,-5,1,"40.625444,-75.38831",32413,5.153,6290.122259000001,True
514,60203,Evanston,IL,42.048879,-87.7175,-6,1,"42.048879,-87.7175",4523,0.682,6631.964809,False
515,18102,Allentown,PA,40.607746999999996,-75.4793,-5,1,"40.607747,-75.4793",49779,2.9960000000000004,16615.15354,False
516,11378,Maspeth,NY,40.724096,-73.90271,-5,1,"40.724096,-73.90271",34981,2.563,13648.458840000001,False
517,98101,Seattle,WA,47.61067,-122.33438000000001,-8,1,"47.61067,-122.33438",10238,0.519,19726.39692,False
518,92116,San Diego,CA,32.76235,-117.12246,-8,1,"32.76235,-117.12246",31680,3.468,9134.948097,False
519,17401,York,PA,39.962463,-76.72887,-5,1,"39.962463,-76.72887",17687,1.4369999999999998,12308.281140000001,False
520,60660,Chicago,IL,41.990631,-87.6667,-6,1,"41.990631,-87.6667",42752,1.276,33504.702189999996,True
521,10459,Bronx,NY,40.825432,-73.89327,-5,1,"40.825432,-73.89327",47308,0.82,57692.682929999995,True
522,95121,San Jose,CA,37.305714,-121.81145,-8,1,"37.305714,-121.81145",37469,4.435,8448.478016,False
523,10018,New York,NY,40.755101,-73.99337,-5,1,"40.755101,-73.99337",5229,0.322,16239.130430000001,False
524,94306,Palo Alto,CA,37.419389,-122.13273000000001,-8,1,"37.419389,-122.13273",26469,4.187,6321.710055,False
525,33175,Miami,FL,25.733204,-80.41197,-5,1,"25.733204,-80.41197",53206,7.699,6910.767631999999,False
526,2125,Boston,MA,42.316852000000004,-71.05811,-5,1,"42.316852,-71.05811",33295,2.1319999999999997,15616.79174,False
527,11228,Brooklyn,NY,40.617563,-74.01168,-5,1,"40.617563,-74.01168",41788,1.47,28427.210880000002,False
528,93309,Bakersfield,CA,35.340759000000006,-119.06497,-8,1,"35.340759,-119.06497",58409,10.652000000000001,5483.383402,True
529,10457,Bronx,NY,40.846745,-73.89860999999999,-5,1,"40.846745,-73.89861",70496,1.061,66442.97832000001,False
530,50012,Ames,IA,42.023557000000004,-93.648465,-6,1,"42.023557,-93.648465",4062,0.7609999999999999,5337.713535,False
531,94134,San Francisco,CA,37.719581,-122.41085,-8,1,"37.719581,-122.41085",40798,2.4,16999.16667,False
532,15350,Muse,PA,40.292528000000004,-80.20022,-5,1,"40.292528,-80.20022",425,0.053,8018.867925,False
533,10016,New York,NY,40.746179999999995,-73.97759,-5,1,"40.74618,-73.97759",54183,0.532,101847.7444,False
534,7504,Paterson,NJ,40.912147999999995,-74.14271,-5,1,"40.912148,-74.14271",12882,0.828,15557.97101,False
535,8105,Camden,NJ,39.949812,-75.08615999999999,-5,1,"39.949812,-75.08616",29077,2.596,11200.69337,False
536,98118,Seattle,WA,47.543347999999995,-122.27496000000001,-8,1,"47.543348,-122.27496",42731,6.249,6838.054089,False
537,48072,Berkley,MI,42.497035,-83.18531999999999,-5,1,"42.497035,-83.18532",14970,2.4019999999999997,6232.306411,False
538,30460,Statesboro,GA,32.41795,-81.78233,-5,1,"32.41795,-81.78233",427,0.015,28466.66667,False
539,43229,Columbus,OH,40.085313,-82.97326,-5,1,"40.085313,-82.97326",46347,8.811,5260.129384000001,True
540,14620,Rochester,NY,43.132474,-77.60377,-5,1,"43.132474,-77.60377",25141,4.479,5613.083278,True
541,98102,Seattle,WA,47.632870000000004,-122.32253,-8,1,"47.63287,-122.32253",20756,1.287,16127.428130000002,False
542,10566,Peekskill,NY,41.288258,-73.91928,-5,1,"41.288258,-73.91928",23570,4.372,5391.125343,False
543,94612,Oakland,CA,37.809427,-122.27172,-8,1,"37.809427,-122.27172",14389,0.851,16908.34313,False
544,21211,Baltimore,MD,39.328957,-76.63361,-5,1,"39.328957,-76.63361",17351,2.787,6225.690707,False
545,2912,Providence,RI,41.826737,-71.397699,-5,1,"41.826737,-71.397699",1370,0.043,31860.465119999997,True
546,7631,Englewood,NJ,40.893343,-73.9758,-5,1,"40.893343,-73.9758",27119,4.91,5523.217922999999,True
547,19152,Philadelphia,PA,40.059611,-75.04836999999999,-5,1,"40.059611,-75.04837",33293,2.819,11810.216390000001,False
548,94030,Millbrae,CA,37.600735,-122.40135,-8,1,"37.600735,-122.40135",21536,3.387,6358.429288,False
549,17606,Lancaster,PA,40.110201,-76.305378,-5,1,"40.110201,-76.305378",392,0.047,8340.425532,False
550,94123,San Francisco,CA,37.801028,-122.43836,-8,1,"37.801028,-122.43836",23088,1.021,22613.12439,False
551,78202,San Antonio,TX,29.428132,-98.46279,-6,1,"29.428132,-98.46279",11691,2.325,5028.387097,False
552,10456,Bronx,NY,40.829676,-73.90856,-5,1,"40.829676,-73.90856",86547,1.018,85016.69941,False
553,7047,North Bergen,NJ,40.7946,-74.01963,-5,1,"40.7946,-74.01963",60773,5.197,11693.861840000001,False
554,73119,Oklahoma City,OK,35.42306,-97.56051,-6,1,"35.42306,-97.56051",31347,6.0729999999999995,5161.699325,False
555,91910,Chula Vista,CA,32.638653999999995,-117.06686,-8,1,"32.638654,-117.06686",75802,12.234000000000002,6196.011117,True
556,80210,Denver,CO,39.679437,-104.96473,-7,1,"39.679437,-104.96473",33946,6.068,5594.264997,False
557,53205,Milwaukee,WI,43.053763000000004,-87.93473,-6,1,"43.053763,-87.93473",10050,1.413,7112.526539,False
558,33305,Fort Lauderdale,FL,26.153728,-80.12606,-5,1,"26.153728,-80.12606",11927,2.201,5418.9005,False
559,7202,Elizabeth,NJ,40.652302,-74.21692,-5,1,"40.652302,-74.21692",40849,2.319,17614.92022,False
560,94806,San Pablo,CA,37.972623,-122.33873,-8,1,"37.972623,-122.33873",59861,8.334,7182.745379999999,False
561,90602,Whittier,CA,33.967562,-118.03383999999998,-8,1,"33.967562,-118.03384",25777,3.7110000000000003,6946.106170999999,False
562,98121,Seattle,WA,47.61487,-122.34578,-8,1,"47.61487,-122.34578",12628,0.441,28634.92063,False
563,33313,Fort Lauderdale,FL,26.148613,-80.22446,-5,1,"26.148613,-80.22446",56039,6.414,8736.981603,False
564,90006,Los Angeles,CA,34.048351000000004,-118.2943,-8,1,"34.048351,-118.2943",59185,1.92,30825.52083,False
565,98116,Seattle,WA,47.574870000000004,-122.39392,-8,1,"47.57487,-122.39392",22241,2.9560000000000004,7524.018945000001,False
566,8102,Camden,NJ,39.949579,-75.118,-5,1,"39.949579,-75.118",7565,0.9520000000000001,7946.4285709999995,True
567,7607,Maywood,NJ,40.90503,-74.06279,-5,1,"40.90503,-74.06279",9555,1.27,7523.622047,False
568,53215,Milwaukee,WI,42.999364,-87.94343,-6,1,"42.999364,-87.94343",60953,5.662000000000001,10765.27729,False
569,6510,New Haven,CT,41.306197,-72.92479,-5,1,"41.306197,-72.92479",2737,0.24100000000000002,11356.84647,False
570,99517,Anchorage,AK,61.188276,-149.93438,-9,1,"61.188276,-149.93438",16645,3.285,5066.971081000001,False
571,11230,Brooklyn,NY,40.622994,-73.96427,-5,1,"40.622994,-73.96427",86408,1.84,46960.869569999995,False
572,11106,Astoria,NY,40.762012,-73.93146999999999,-5,1,"40.762012,-73.93147",38875,0.857,45361.72695,False
573,1609,Worcester,MA,42.271743,-71.81348,-5,1,"42.271743,-71.81348",22421,3.82,5869.371728,True
574,7206,Elizabeth,NJ,40.653189000000005,-74.19158,-5,1,"40.653189,-74.19158",26636,1.5959999999999999,16689.22306,False
575,11520,Freeport,NY,40.653935,-73.587,-5,1,"40.653935,-73.587",43341,5.099,8499.901942,False
576,55412,Minneapolis,MN,45.027715,-93.30337,-6,1,"45.027715,-93.30337",22148,3.6319999999999997,6098.017621,False
577,80231,Denver,CO,39.681687,-104.88338,-7,1,"39.681687,-104.88338",32127,4.715,6813.785790000001,False
578,97008,Beaverton,OR,45.46059,-122.80683,-8,1,"45.46059,-122.80683",28969,4.956,5845.238095000001,False
579,90035,Los Angeles,CA,34.052659999999996,-118.38531,-8,1,"34.05266,-118.38531",28418,2.0580000000000003,13808.55199,True
580,41073,Bellevue,KY,39.103010999999995,-84.47986999999999,-5,1,"39.103011,-84.47987",5955,0.938,6348.614072,False
581,10452,Bronx,NY,40.838745,-73.92234,-5,1,"40.838745,-73.92234",75371,0.9890000000000001,76209.30232999999,False
582,77083,Houston,TX,29.691714,-95.64978,-6,1,"29.691714,-95.64978",70837,10.308,6872.041133,False
583,19143,Philadelphia,PA,39.944162,-75.22718,-5,1,"39.944162,-75.22718",64849,3.188,20341.59348,False
584,19144,Philadelphia,PA,40.034110999999996,-75.17203,-5,1,"40.034111,-75.17203",43329,3.4330000000000003,12621.32246,False
585,29424,Charleston,SC,32.783076,-79.93701,-5,1,"32.783076,-79.93701",389,0.018000000000000002,21611.111109999998,False
586,10471,Bronx,NY,40.900819,-73.90347,-5,1,"40.900819,-73.90347",22922,2.57,8919.066148,True
587,20902,Silver Spring,MD,39.040759,-77.04876,-5,1,"39.040759,-77.04876",48841,7.579,6444.253859,False
588,75287,Dallas,TX,32.998785999999996,-96.84436,-6,1,"32.998786,-96.84436",49004,5.598,8753.840656999999,False
589,19074,Norwood,PA,39.888312,-75.29717,-5,1,"39.888312,-75.29717",5890,0.777,7580.43758,False
590,11516,Cedarhurst,NY,40.627386,-73.72851999999999,-5,1,"40.627386,-73.72852",7556,0.873,8655.211913,False
591,71272,Ruston,LA,32.525825,-92.649298,-6,1,"32.525825,-92.649298",1893,0.163,11613.49693,False
592,10014,New York,NY,40.734718,-74.00532,-5,1,"40.734718,-74.00532",31959,0.55,58107.27273,False
593,80224,Denver,CO,39.688437,-104.91348,-7,1,"39.688437,-104.91348",17256,3.148,5481.575604,False
594,33139,Miami Beach,FL,25.784276000000002,-80.14126,-5,1,"25.784276,-80.14126",38613,2.69,14354.275090000001,False
595,80246,Denver,CO,39.705318,-104.93113000000001,-7,1,"39.705318,-104.93113",12875,1.7269999999999999,7455.124493000001,False
596,76402,Stephenville,TX,32.215275,-98.20799699999999,-6,1,"32.215275,-98.207997",847,0.08900000000000001,9516.853933,False
597,78741,Austin,TX,30.231252,-97.71600000000001,-6,1,"30.231252,-97.716",44935,7.591,5919.509946,False
598,66045,Lawrence,KS,38.952526,-95.275623,-6,1,"38.952526,-95.275623",2023,0.326,6205.521471999999,False
599,2108,Boston,MA,42.357903,-71.06408,-5,1,"42.357903,-71.06408",3825,0.13699999999999998,27919.70803,True
600,2132,West Roxbury,MA,42.279432,-71.1598,-5,1,"42.279432,-71.1598",25861,4.561,5670.0285030000005,False
601,15075,Rural Ridge,PA,40.586408,-79.82769,-5,1,"40.586408,-79.82769",128,0.024,5333.333333,False
602,60615,Chicago,IL,41.801525,-87.60215,-6,1,"41.801525,-87.60215",40603,2.2119999999999997,18355.78662,False
603,82073,Laramie,WY,41.307065,-105.62466699999999,-7,1,"41.307065,-105.624667",72,0.002,36000.0,False
604,11040,New Hyde Park,NY,40.742901,-73.67895,-5,1,"40.742901,-73.67895",40782,4.783,8526.447836,False
605,90405,Santa Monica,CA,34.009276,-118.47286000000001,-8,1,"34.009276,-118.47286",27186,2.647,10270.4949,True
606,92111,San Diego,CA,32.804972,-117.16871,-8,1,"32.804972,-117.16871",45096,8.451,5336.173234000001,True
607,60453,Oak Lawn,IL,41.715082,-87.7546,-6,1,"41.715082,-87.7546",56855,8.456,6723.6281930000005,False
608,80488,Steamboat Springs,CO,40.619661,-106.86074599999999,-7,1,"40.619661,-106.860746",157,0.011000000000000001,14272.72727,False
609,90402,Santa Monica,CA,34.036759,-118.50121000000001,-8,1,"34.036759,-118.50121",12250,2.004,6112.774451,False
610,92646,Huntington Beach,CA,33.666269,-117.9693,-8,1,"33.666269,-117.9693",55224,8.046,6863.534676,False
611,79903,El Paso,TX,31.786221,-106.44583,-7,1,"31.786221,-106.44583",18451,3.043,6063.424252000001,False
612,54307,Green Bay,WI,44.460064,-88.00738199999999,-6,1,"44.460064,-88.007382",1092,0.081,13481.48148,False
613,11104,Sunnyside,NY,40.743796,-73.91949,-5,1,"40.743796,-73.91949",27232,0.389,70005.14139,False
614,80010,Aurora,CO,39.739387,-104.8621,-7,1,"39.739387,-104.8621",39728,5.515,7203.626473,False
615,85719,Tucson,AZ,32.240625,-110.94791000000001,-7,0,"32.240625,-110.94791",43989,8.184,5375.0,True
616,24142,Radford,VA,37.138427,-80.55031,-5,1,"37.138427,-80.55031",2470,0.099,24949.49495,False
617,19094,Woodlyn,PA,39.874612,-75.34541999999999,-5,1,"39.874612,-75.34542",4406,0.802,5493.7655859999995,False
618,30070,Porterdale,GA,33.576043,-83.89820999999999,-5,1,"33.576043,-83.89821",342,0.062,5516.129032,False
619,77076,Houston,TX,29.858525,-95.38178,-6,1,"29.858525,-95.38178",33803,4.773,7082.128640000001,False
620,90023,Los Angeles,CA,34.023039000000004,-118.20231000000001,-8,1,"34.023039,-118.20231",45903,4.224,10867.1875,False
621,92706,Santa Ana,CA,33.765916,-117.88139,-8,1,"33.765916,-117.88139",36457,3.405,10706.90162,True
622,85301,Glendale,AZ,33.534128,-112.1767,-7,0,"33.534128,-112.1767",60161,9.271,6489.159745,True
623,60621,Chicago,IL,41.776983,-87.6404,-6,1,"41.776983,-87.6404",35912,3.728,9633.047209999999,False
624,94116,San Francisco,CA,37.743381,-122.48578,-8,1,"37.743381,-122.48578",43698,2.5860000000000003,16897.91183,False
625,11550,Hempstead,NY,40.702271,-73.61740999999999,-5,1,"40.702271,-73.61741",56435,4.262,13241.43595,True
626,90012,Los Angeles,CA,34.061611,-118.23943999999999,-8,1,"34.061611,-118.23944",31103,3.234,9617.501546,False
627,97202,Portland,OR,45.481790999999994,-122.64055,-8,1,"45.481791,-122.64055",38762,6.337000000000001,6116.774499,False
628,55812,Duluth,MN,46.809438,-92.07319,-6,1,"46.809438,-92.07319",10924,1.757,6217.41605,True
629,60612,Chicago,IL,41.880682,-87.6877,-6,1,"41.880682,-87.6877",33472,3.747,8933.013077,False
630,53218,Milwaukee,WI,43.11096,-87.99436,-6,1,"43.11096,-87.99436",40625,5.872000000000001,6918.426431,False
631,15621,Calumet,PA,40.360223,-79.439801,-5,1,"40.360223,-79.439801",47,0.006,7833.333333,False
632,2135,Brighton,MA,42.348418,-71.15349,-5,1,"42.348418,-71.15349",42780,2.635,16235.294119999999,False
633,19103,Philadelphia,PA,39.952162,-75.17406,-5,1,"39.952162,-75.17406",21908,0.639,34284.82003,True
634,19141,Philadelphia,PA,40.035778,-75.1447,-5,1,"40.035778,-75.1447",31376,1.814,17296.582140000002,True
635,10461,Bronx,NY,40.842917,-73.83819,-5,1,"40.842917,-73.83819",50502,2.397,21068.83605,True
636,11208,Brooklyn,NY,40.672666,-73.87248000000001,-5,1,"40.672666,-73.87248",94469,3.4419999999999997,27445.96165,False
637,95204,Stockton,CA,37.974273,-121.3147,-8,1,"37.974273,-121.3147",27786,5.1,5448.235294,False
638,60619,Chicago,IL,41.744834000000004,-87.60444,-6,1,"41.744834,-87.60444",63825,6.021,10600.3986,False
639,20005,Washington,DC,38.904461,-77.03088000000001,-5,1,"38.904461,-77.03088",12775,0.426,29988.26291,True
640,20390,Washington,DC,38.893311,-77.014647,-5,1,"38.893311,-77.014647",584,0.004,146000.0,False
641,11213,Brooklyn,NY,40.670937,-73.93459,-5,1,"40.670937,-73.93459",63767,1.091,58448.21265,False
642,70125,New Orleans,LA,29.951705,-90.10410999999999,-6,1,"29.951705,-90.10411",14479,2.343,6179.684166,True
643,55406,Minneapolis,MN,44.938615000000006,-93.22081999999999,-6,1,"44.938615,-93.22082",32112,5.001,6421.115777,False
644,90015,Los Angeles,CA,34.038993,-118.26516000000001,-8,1,"34.038993,-118.26516",18986,1.7109999999999999,11096.43483,True
645,19611,Reading,PA,40.327791999999995,-75.94215,-5,1,"40.327792,-75.94215",10589,2.024,5231.719368,False
646,91046,Verdugo City,CA,33.786594,-118.29866200000001,-8,1,"33.786594,-118.298662",156,0.01,15600.0,False
647,96817,Honolulu,HI,21.3307,-157.85913,-10,0,"21.3307,-157.85913",54628,9.286,5882.834374,True
648,77025,Houston,TX,29.69023,-95.43474,-6,1,"29.69023,-95.43474",26137,4.287,6096.804292,False
649,2457,Babson Park,MA,42.180048,-71.08923,-5,1,"42.180048,-71.08923",1432,0.16,8950.0,True
650,91104,Pasadena,CA,34.169356,-118.12392,-8,1,"34.169356,-118.12392",36751,3.803,9663.686563,True
651,23508,Norfolk,VA,36.886447,-76.30065,-5,1,"36.886447,-76.30065",20263,3.5189999999999997,5758.169935,False
652,23509,Norfolk,VA,36.880297,-76.2596,-5,1,"36.880297,-76.2596",12817,2.557,5012.514666,False
653,6604,Bridgeport,CT,41.178696,-73.20004,-5,1,"41.178696,-73.20004",30313,3.134,9672.303765,False
654,1840,Lawrence,MA,42.706941,-71.16181,-5,1,"42.706941,-71.16181",4733,0.498,9504.016064,True
655,87112,Albuquerque,NM,35.100796,-106.52067,-7,1,"35.100796,-106.52067",43584,8.073,5398.736529,True
656,91775,San Gabriel,CA,34.114041,-118.09035,-8,1,"34.114041,-118.09035",23988,3.0639999999999996,7828.981723000001,False
657,94606,Oakland,CA,37.793177,-122.24351999999999,-8,1,"37.793177,-122.24352",36672,2.286,16041.99475,False
658,11001,Floral Park,NY,40.7232,-73.70475,-5,1,"40.7232,-73.70475",26883,2.226,12076.81941,True
659,95124,San Jose,CA,37.256743,-121.92312,-8,1,"37.256743,-121.92312",47082,6.571000000000001,7165.119464,False
660,79414,Lubbock,TX,33.550335,-101.91660999999999,-6,1,"33.550335,-101.91661",17121,3.1660000000000004,5407.770057,False
661,8611,Trenton,NJ,40.206959000000005,-74.75135999999999,-5,1,"40.206959,-74.75136",28038,2.7710000000000004,10118.36882,False
662,11358,Flushing,NY,40.760521999999995,-73.79612,-5,1,"40.760522,-73.79612",37546,1.949,19264.23807,False
663,6605,Bridgeport,CT,41.163596000000005,-73.21633,-5,1,"41.163596,-73.21633",23397,2.343,9985.915493,False
664,7050,Orange,NJ,40.7683,-74.23603,-5,1,"40.7683,-74.23603",30074,2.205,13639.002269999999,False
665,7302,Jersey City,NJ,40.721602000000004,-74.04703,-5,1,"40.721602,-74.04703",36352,1.473,24678.88663,False
666,33065,Pompano Beach,FL,26.272608,-80.25589000000001,-5,1,"26.272608,-80.25589",51921,8.323,6238.255437,False
667,33136,Miami,FL,25.786326000000003,-80.2029,-5,1,"25.786326,-80.2029",13791,1.426,9671.107994,False
668,60630,Chicago,IL,41.971044,-87.75869,-6,1,"41.971044,-87.75869",54093,4.774,11330.7499,False
669,41099,Newport,KY,38.963761,-84.368926,-5,1,"38.963761,-84.368926",1169,0.231,5060.6060609999995,False
670,92648,Huntington Beach,CA,33.673468,-118.00243,-8,1,"33.673468,-118.00243",45317,8.041,5635.741822999999,False
671,33129,Miami,FL,25.757227,-80.20656,-5,1,"25.757227,-80.20656",13833,1.3519999999999999,10231.50888,False
672,2903,Providence,RI,41.8208,-71.41306,-5,1,"41.8208,-71.41306",10780,1.7930000000000001,6012.269939,True
673,14216,Buffalo,NY,42.949707000000004,-78.85923000000001,-5,1,"42.949707,-78.85923",22431,2.772,8091.991342,False
674,11590,Westbury,NY,40.756287,-73.57536,-5,1,"40.756287,-73.57536",45768,6.6579999999999995,6874.136377,False
675,95814,Sacramento,CA,38.580255,-121.49125,-8,1,"38.580255,-121.49125",9922,1.396,7107.449857,False
676,7502,Paterson,NJ,40.918948,-74.1939,-5,1,"40.918948,-74.1939",15406,0.91,16929.67033,False
677,45212,Cincinnati,OH,39.160693,-84.4545,-5,1,"39.160693,-84.4545",22253,3.727,5970.753958,False
678,77002,Houston,TX,29.755578000000003,-95.36531,-6,1,"29.755578,-95.36531",16793,2.016,8329.861111,True
679,95062,Santa Cruz,CA,36.9707,-121.99086000000001,-8,1,"36.9707,-121.99086",36079,5.047,7148.603131,False
680,95820,Sacramento,CA,38.535795,-121.44663,-8,1,"38.535795,-121.44663",34480,5.194,6638.428956000001,False
681,43202,Columbus,OH,40.018814,-83.00894,-5,1,"40.018814,-83.00894",20251,2.51,8068.127490000001,False
682,90604,Whittier,CA,33.929163,-118.009,-8,1,"33.929163,-118.009",39407,4.261,9248.298520999999,False
683,60707,Elmwood Park,IL,41.922681,-87.80805,-6,1,"41.922681,-87.80805",42920,3.608,11895.78714,False
684,60706,Harwood Heights,IL,41.96418,-87.81685999999999,-6,1,"41.96418,-87.81686",23134,2.958,7820.824881999999,False
685,11225,Brooklyn,NY,40.662892,-73.95509,-5,1,"40.662892,-73.95509",56829,0.884,64286.1991,True
686,78213,San Antonio,TX,29.510562,-98.52203,-6,1,"29.510562,-98.52203",40396,8.01,5043.196005,False
687,90680,Stanton,CA,33.803565,-117.99596000000001,-8,1,"33.803565,-117.99596",29945,2.695,11111.31725,False
688,2170,Quincy,MA,42.267049,-71.01834000000001,-5,1,"42.267049,-71.01834",19505,2.083,9363.898223999999,True
689,15014,Brackenridge,PA,40.608403,-79.74234,-5,1,"40.608403,-79.74234",3184,0.508,6267.7165350000005,False
690,6702,Waterbury,CT,41.555846,-73.0431,-5,1,"41.555846,-73.0431",3654,0.639,5718.309859,False
691,7661,River Edge,NJ,40.927578999999994,-74.03739,-5,1,"40.927579,-74.03739",11340,1.848,6136.363636,False
692,14613,Rochester,NY,43.182163,-77.63794,-5,1,"43.182163,-77.63794",14730,1.827,8062.397373000001,False
693,90221,Compton,CA,33.893265,-118.204,-8,1,"33.893265,-118.204",53704,5.332000000000001,10072.018,True
694,7734,Keansburg,NJ,40.444407,-74.13298,-5,1,"40.444407,-74.13298",13269,1.7730000000000001,7483.92555,False
695,90703,Cerritos,CA,33.868314,-118.06754,-8,1,"33.868314,-118.06754",49399,8.777000000000001,5628.232881,False
696,90813,Long Beach,CA,33.781011,-118.19197,-8,1,"33.781011,-118.19197",58911,3.2089999999999996,18358.05547,False
697,10023,New York,NY,40.776099,-73.98285,-5,1,"40.776099,-73.98285",60998,0.491,124232.1792,False
698,11101,Long Island City,NY,40.745340999999996,-73.93907,-5,1,"40.745341,-73.93907",25484,2.613,9752.774589,True
699,10035,New York,NY,40.802395000000004,-73.93359,-5,1,"40.802395,-73.93359",33969,1.4169999999999998,23972.47706,False
700,28202,Charlotte,NC,35.227191999999995,-80.84419,-5,1,"35.227192,-80.84419",11195,1.804,6205.654102,True
701,97232,Portland,OR,45.52874,-122.6446,-8,1,"45.52874,-122.6446",11472,1.8769999999999998,6111.880661,False
702,33014,Hialeah,FL,25.902172,-80.30731999999999,-5,1,"25.902172,-80.30732",40654,6.132999999999999,6628.729822,False
703,19122,Philadelphia,PA,39.977662,-75.14336,-5,1,"39.977662,-75.14336",21653,1.2690000000000001,17063.04177,False
704,90020,Los Angeles,CA,34.06646,-118.30863000000001,-8,1,"34.06646,-118.30863",38967,1.13,34484.0708,False
705,90503,Torrance,CA,33.840264000000005,-118.35587,-8,1,"33.840264,-118.35587",44383,5.297000000000001,8378.893713,False
706,91504,Burbank,CA,34.201254,-118.32993,-8,1,"34.201254,-118.32993",24939,4.936,5052.471637,False
707,60513,Brookfield,IL,41.822681,-87.84753,-6,1,"41.822681,-87.84753",19047,3.157,6033.259424,False
708,75962,Nacogdoches,TX,31.699494,-94.60743199999999,-6,1,"31.699494,-94.607432",3029,0.266,11387.21805,False
709,76707,Waco,TX,31.552265999999996,-97.15957,-6,1,"31.552266,-97.15957",16697,3.263,5117.070181,False
710,10927,Haverstraw,NY,41.196044,-73.96836,-5,1,"41.196044,-73.96836",11910,1.966,6057.985758,False
711,14605,Rochester,NY,43.167563,-77.6012,-5,1,"43.167563,-77.6012",12610,1.807,6978.4172659999995,False
712,11429,Queens Village,NY,40.708833,-73.73903,-5,1,"40.708833,-73.73903",25105,1.3019999999999998,19281.87404,False
713,60655,Chicago,IL,41.696283,-87.69912,-6,1,"41.696283,-87.69912",28550,4.405,6481.271283,True
714,71999,Arkadelphia,AR,34.055486,-93.189406,-6,1,"34.055486,-93.189406",706,0.062,11387.09677,False
715,16504,Erie,PA,42.110155999999996,-80.05187,-5,1,"42.110156,-80.05187",17322,2.787,6215.285253,False
