,Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint,2010 Population,Land-Sq-Mi,Density Per Sq Mile,contains_college
922,91945,Lemon Grove,CA,32.733451,-117.0337,-8,1,"32.733451,-117.0337",25460,3.924,6488.277268,False
923,90042,Los Angeles,CA,34.114558,-118.19233,-8,1,"34.114558,-118.19233",62430,4.645,13440.25834,False
924,49507,Grand Rapids,MI,42.933077000000004,-85.65435,-5,1,"42.933077,-85.65435",35459,5.518,6426.060167000001,False
925,15035,East McKeesport,PA,40.384223,-79.80792,-5,1,"40.384223,-79.80792",2129,0.415,5130.120482,False
926,22042,Falls Church,VA,38.864669,-77.18781,-5,1,"38.864669,-77.18781",33537,6.605,5077.517033,False
927,10473,Bronx,NY,40.818514,-73.85893,-5,1,"40.818514,-73.85893",58519,2.1790000000000003,26855.8972,False
928,7055,Passaic,NJ,40.857384,-74.12899,-5,1,"40.857384,-74.12899",69816,3.141,22227.31614,False
929,19604,Reading,PA,40.355092,-75.91205,-5,1,"40.355092,-75.91205",27658,2.1959999999999997,12594.71767,False
930,6610,Bridgeport,CT,41.202090999999996,-73.1708,-5,1,"41.202091,-73.1708",22735,3.0580000000000003,7434.5977760000005,False
931,92656,Aliso Viejo,CA,33.581533,-117.72474,-8,1,"33.581533,-117.72474",49046,8.229,5960.140965,False
932,47306,Muncie,IN,40.202293,-85.408221,-5,0,"40.202293,-85.408221",6189,0.223,27753.363230000003,True
933,43205,Columbus,OH,39.957265,-82.96587,-5,1,"39.957265,-82.96587",12272,2.372,5173.693086,False
934,33062,Pompano Beach,FL,26.236791999999998,-80.09594,-5,1,"26.236792,-80.09594",23948,3.802,6298.79011,False
935,92405,San Bernardino,CA,34.141659000000004,-117.29722,-8,1,"34.141659,-117.29722",28873,4.726,6109.394837,False
936,84102,Salt Lake City,UT,40.759246000000005,-111.86371000000001,-7,1,"40.759246,-111.86371",17421,1.774,9820.180382999999,True
937,77022,Houston,TX,29.825176000000003,-95.37798000000001,-6,1,"29.825176,-95.37798",29557,5.84,5061.130137,True
938,11423,Hollis,NY,40.714261,-73.76824,-5,1,"40.714261,-73.76824",29987,1.411,21252.303330000002,False
939,1718,Village Of Nagog Woods,MA,42.519739,-71.42721,-5,1,"42.519739,-71.42721",469,0.047,9978.723404,False
940,13205,Syracuse,NY,43.010915999999995,-76.14501,-5,1,"43.010916,-76.14501",19201,3.45,5565.507246,False
941,10006,New York,NY,40.707904,-74.01342,-5,1,"40.707904,-74.01342",3011,0.092,32728.26087,False
942,20784,Hyattsville,MD,38.950528000000006,-76.8888,-5,1,"38.950528,-76.8888",29449,4.257,6917.782476,True
943,2128,Boston,MA,42.378296999999996,-71.0255,-5,1,"42.378297,-71.0255",40508,4.851,8350.443208,False
944,11373,Elmhurst,NY,40.736076000000004,-73.87804,-5,1,"40.736076,-73.87804",100820,1.524,66154.85564,False
945,15206,Pittsburgh,PA,40.468968,-79.91863000000001,-5,1,"40.468968,-79.91863",28615,4.776,5991.4154100000005,False
946,11103,Astoria,NY,40.762968,-73.91091,-5,1,"40.762968,-73.91091",38780,0.711,54542.89732999999,False
947,77055,Houston,TX,29.798877,-95.49629,-6,1,"29.798877,-95.49629",41989,8.267999999999999,5078.495404,False
948,60056,Mount Prospect,IL,42.065427,-87.93621,-6,1,"42.065427,-87.93621",55219,10.749,5137.129035,False
949,14621,Rochester,NY,43.185163,-77.60368000000001,-5,1,"43.185163,-77.60368",33802,4.123,8198.399223999999,False
950,15680,Salina,PA,40.521015000000006,-79.49521999999999,-5,1,"40.521015,-79.49522",101,0.012,8416.666667,False
951,7027,Garwood,NJ,40.650802,-74.32351,-5,1,"40.650802,-74.32351",4226,0.664,6364.457831000001,False
952,8861,Perth Amboy,NJ,40.520105,-74.27708,-5,1,"40.520105,-74.27708",53099,5.192,10227.08012,False
953,11801,Hicksville,NY,40.763355,-73.52323,-5,1,"40.763355,-73.52323",39553,6.636,5960.3676909999995,False
954,96813,Honolulu,HI,21.313032999999997,-157.85615,-10,0,"21.313033,-157.85615",22881,3.4410000000000003,6649.520488,True
955,84105,Salt Lake City,UT,40.737132,-111.86044,-7,1,"40.737132,-111.86044",22140,3.04,7282.8947370000005,True
956,48238,Detroit,MI,42.396736,-83.14152,-5,1,"42.396736,-83.14152",31743,5.396,5882.690882,False
957,77098,Houston,TX,29.735529,-95.41405,-6,1,"29.735529,-95.41405",13076,1.775,7366.760563,True
958,53210,Milwaukee,WI,43.068962,-87.97423,-6,1,"43.068962,-87.97423",28126,2.546,11047.132759999999,True
959,6511,New Haven,CT,41.317197,-72.92798,-5,1,"41.317197,-72.92798",53600,5.928,9041.835358,False
960,80211,Denver,CO,39.767536,-105.01973000000001,-7,1,"39.767536,-105.01973",31583,4.499,7020.0044450000005,False
961,92627,Costa Mesa,CA,33.647028000000006,-117.91506000000001,-8,1,"33.647028,-117.91506",61510,6.352,9683.564231999999,False
962,8108,Collingswood,NJ,39.915263,-75.06401,-5,1,"39.915263,-75.06401",18045,2.73,6609.89011,False
963,11757,Lindenhurst,NY,40.690049,-73.37442,-5,1,"40.690049,-73.37442",45700,6.795,6725.533481,False
964,91605,North Hollywood,CA,34.208141999999995,-118.4011,-8,1,"34.208142,-118.4011",56343,5.4639999999999995,10311.67643,False
965,95019,Freedom,CA,36.935552,-121.77972,-8,1,"36.935552,-121.77972",7727,1.214,6364.90939,False
966,95125,San Jose,CA,37.295092,-121.89648999999999,-8,1,"37.295092,-121.89649",51939,7.989,6501.314307,False
967,63118,Saint Louis,MO,38.594901,-90.2278,-6,1,"38.594901,-90.2278",26704,3.3539999999999996,7961.8366129999995,False
968,98125,Seattle,WA,47.716648,-122.30308000000001,-8,1,"47.716648,-122.30308",37081,5.39,6879.591837000001,False
969,64111,Kansas City,MO,39.056505,-94.59439,-6,1,"39.056505,-94.59439",16318,2.722,5994.856723,False
970,77071,Houston,TX,29.647637,-95.51718000000001,-6,1,"29.647637,-95.51718",25671,4.468999999999999,5744.238085,False
971,53706,Madison,WI,43.074296000000004,-89.40774,-6,1,"43.074296,-89.40774",5133,0.529,9703.213611,False
972,33179,Miami,FL,25.95872,-80.17941,-5,1,"25.95872,-80.17941",41332,5.034,8210.568137,False
973,21234,Parkville,MD,39.385006,-76.54177,-5,1,"39.385006,-76.54177",69752,12.985999999999999,5371.3229630000005,False
974,11691,Far Rockaway,NY,40.60002,-73.75962,-5,1,"40.60002,-73.75962",60035,2.8339999999999996,21183.8391,False
975,90701,Artesia,CA,33.867215,-118.08062,-8,1,"33.867215,-118.08062",16591,1.63,10178.52761,False
976,98103,Seattle,WA,47.671346,-122.34166,-8,1,"47.671346,-122.34166",45911,4.635,9905.285868,False
977,90302,Inglewood,CA,33.975263,-118.35558,-8,1,"33.975263,-118.35558",29415,1.893,15538.82726,False
978,33334,Fort Lauderdale,FL,26.182160999999997,-80.13341,-5,1,"26.182161,-80.13341",28749,4.787,6005.640276,False
979,48088,Warren,MI,42.516851,-82.98275699999999,-5,1,"42.516851,-82.982757",22255,4.437,5015.776425999999,False
980,20020,Washington,DC,38.863079,-76.97138000000001,-5,1,"38.863079,-76.97138",49864,4.612,10811.795320000001,False
981,77006,Houston,TX,29.741878000000003,-95.38944000000001,-6,1,"29.741878,-95.38944",19664,2.255,8720.177384,True
982,30609,Athens,GA,33.946364,-83.37743,-5,1,"33.946364,-83.37743",1956,0.023,85043.47826,False
983,80222,Denver,CO,39.669237,-104.92766,-7,1,"39.669237,-104.92766",20073,3.964,5063.82442,False
984,75205,Dallas,TX,32.836094,-96.79524,-6,1,"32.836094,-96.79524",23061,4.351,5300.160883,False
985,76798,Waco,TX,31.547465999999996,-97.11997,-6,1,"31.547466,-97.11997",1862,0.035,53200.0,False
986,10710,Yonkers,NY,40.96555,-73.84506,-5,1,"40.96555,-73.84506",25120,4.581,5483.518882,False
987,7041,Millburn,NJ,40.724168,-74.29913,-5,1,"40.724168,-74.29913",6868,1.318,5210.925645,False
988,21201,Baltimore,MD,39.295306,-76.62118000000001,-5,1,"39.295306,-76.62118",16972,1.291,13146.398140000001,False
989,11426,Bellerose,NY,40.732239,-73.72108,-5,1,"40.732239,-73.72108",17590,1.3530000000000002,13000.7391,False
990,77587,South Houston,TX,29.662229999999997,-95.23106,-6,1,"29.66223,-95.23106",16568,2.969,5580.3300770000005,False
991,89110,Las Vegas,NV,36.172744,-115.05795,-8,1,"36.172744,-115.05795",70994,11.107000000000001,6391.824975,False
992,20010,Washington,DC,38.933310999999996,-77.02929,-5,1,"38.933311,-77.02929",30138,1.083,27828.25485,False
993,22015,Burke,VA,38.788646,-77.27888,-5,1,"38.788646,-77.27888",43102,8.384,5140.982824000001,False
994,61801,Urbana,IL,40.109646999999995,-88.21246,-6,1,"40.109647,-88.21246",30937,5.35,5782.616822,True
995,94015,Daly City,CA,37.682583,-122.48208999999999,-8,1,"37.682583,-122.48209",60927,5.763,10572.09787,False
996,94578,San Leandro,CA,37.703427000000005,-122.12799999999999,-8,1,"37.703427,-122.128",38558,4.404,8755.222525,False
997,96822,Honolulu,HI,21.31275,-157.82195,-10,0,"21.31275,-157.82195",45007,8.201,5487.98927,True
998,75254,Dallas,TX,32.946069,-96.794496,-6,1,"32.946069,-96.794496",23253,3.321,7001.806685,False
999,10301,Staten Island,NY,40.631775,-74.09432,-5,1,"40.631775,-74.09432",39706,3.67,10819.07357,True
1000,33181,Miami,FL,25.897372,-80.16048,-5,1,"25.897372,-80.16048",18413,3.217,5723.65558,False
1001,53703,Madison,WI,43.078646,-89.37727,-6,1,"43.078646,-89.37727",27958,1.82,15361.53846,False
1002,10705,Yonkers,NY,40.917281,-73.89142,-5,1,"40.917281,-73.89142",38777,2.213,17522.367830000003,False
1003,90802,Long Beach,CA,33.769018,-118.19225,-8,1,"33.769018,-118.19225",39347,6.483,6069.25806,True
1004,2134,Allston,MA,42.355146999999995,-71.13164,-5,1,"42.355147,-71.13164",21503,1.3259999999999998,16216.440419999999,False
1005,80030,Westminster,CO,39.830936,-105.03736,-7,1,"39.830936,-105.03736",15329,2.637,5813.045127,False
1006,68131,Omaha,NE,41.264418,-95.96383,-6,1,"41.264418,-95.96383",12302,2.036,6042.239686,False
1007,63106,Saint Louis,MO,38.644451000000004,-90.20636,-6,1,"38.644451,-90.20636",11883,2.256,5267.287234,False
1008,75025,Plano,TX,33.086868,-96.74504,-6,1,"33.086868,-96.74504",50926,9.352,5445.4662100000005,False
1009,11239,Brooklyn,NY,40.645848,-73.87919000000001,-5,1,"40.645848,-73.87919",13393,0.584,22933.21918,False
1010,79920,El Paso,TX,31.821439,-106.461405,-7,1,"31.821439,-106.461405",153,0.005,30600.0,False
1011,8107,Oaklyn,NJ,39.908163,-75.08618,-5,1,"39.908163,-75.08618",13675,1.786,7656.774915999999,False
1012,7407,Elmwood Park,NJ,40.905639,-74.1199,-5,1,"40.905639,-74.1199",19403,2.648,7327.416918000001,False
1013,91601,North Hollywood,CA,34.168206,-118.37246,-8,1,"34.168206,-118.37246",37180,2.65,14030.188680000001,True
1014,23173,University Of Richmond,VA,37.524246000000005,-77.493157,-5,1,"37.524246,-77.493157",2820,0.40700000000000003,6928.746929000001,False
1015,11518,East Rockaway,NY,40.639575,-73.66703000000001,-5,1,"40.639575,-73.66703",10549,1.3719999999999999,7688.7755099999995,False
1016,90715,Lakewood,CA,33.840965000000004,-118.07775,-8,1,"33.840965,-118.07775",20388,1.7,11992.94118,False
1017,40217,Louisville,KY,38.21632,-85.73899999999999,-5,1,"38.21632,-85.739",12507,2.4019999999999997,5206.910908,False
1018,33173,Miami,FL,25.702429000000002,-80.36184,-5,1,"25.702429,-80.36184",33141,5.0569999999999995,6553.490212,False
1019,33190,Miami,FL,25.56071,-80.3494,-5,1,"25.56071,-80.3494",11593,1.787,6487.409065,False
1020,84111,Salt Lake City,UT,40.7547,-111.88361,-7,1,"40.7547,-111.88361",10744,1.4340000000000002,7492.329148999999,True
1021,90010,Los Angeles,CA,34.062709000000005,-118.31481000000001,-8,1,"34.062709,-118.31481",3800,0.457,8315.098468,True
1022,95822,Sacramento,CA,38.513940000000005,-121.49201000000001,-8,1,"38.51394,-121.49201",42347,8.446,5013.8527109999995,True
1023,11220,Brooklyn,NY,40.641436,-74.01574000000001,-5,1,"40.641436,-74.01574",99598,1.791,55610.27359,False
1024,95621,Citrus Heights,CA,38.695252,-121.3081,-8,1,"38.695252,-121.3081",39819,6.791,5863.495803,False
1025,17027,Grantham,PA,40.153656,-76.9963,-5,1,"40.153656,-76.9963",2141,0.375,5709.333333,False
1026,19018,Primos,PA,39.922862,-75.29639,-5,1,"39.922862,-75.29639",23360,2.705,8635.859519,False
1027,77009,Houston,TX,29.793259999999997,-95.36735,-6,1,"29.79326,-95.36735",38094,6.18,6164.077670000001,True
1028,85019,Phoenix,AZ,33.511992,-112.1417,-7,0,"33.511992,-112.1417",25042,3.75,6677.866667,False
1029,60607,Chicago,IL,41.875882,-87.65114,-6,1,"41.875882,-87.65114",23897,2.32,10300.43103,True
1030,85037,Phoenix,AZ,33.493006,-112.25538999999999,-7,0,"33.493006,-112.25539",44771,8.186,5469.215734,False
1031,30118,Carrollton,GA,33.571176,-85.09612,-5,1,"33.571176,-85.09612",2373,0.374,6344.919786,False
1032,10005,New York,NY,40.706019,-74.00858000000001,-5,1,"40.706019,-74.00858",7135,0.071,100492.9577,False
1033,7410,Fair Lawn,NJ,40.933943,-74.11671,-5,1,"40.933943,-74.11671",32457,5.138999999999999,6315.820197999999,False
1034,60659,Chicago,IL,41.991381,-87.70378000000001,-6,1,"41.991381,-87.70378",38104,2.0269999999999997,18798.223980000002,True
1035,92113,San Diego,CA,32.697402000000004,-117.12001000000001,-8,1,"32.697402,-117.12001",56066,5.269,10640.728790000001,False
1036,90046,Los Angeles,CA,34.098908,-118.36241000000001,-8,1,"34.098908,-118.36241",48581,5.781000000000001,8403.563397,False
1037,60077,Skokie,IL,42.033313,-87.75764000000001,-6,1,"42.033313,-87.75764",26825,4.026,6662.940884000001,False
1038,2446,Brookline,MA,42.344747,-71.12141,-5,1,"42.344747,-71.12141",29311,1.287,22774.66977,False
1039,89030,North Las Vegas,NV,36.206419,-115.12318,-8,1,"36.206419,-115.12318",53928,9.375,5752.32,False
1040,10002,New York,NY,40.717040000000004,-73.987,-5,1,"40.71704,-73.987",81410,0.878,92722.09567000001,False
1041,2127,Boston,MA,42.334990000000005,-71.04562,-5,1,"42.33499,-71.04562",31799,2.023,15718.73455,False
1042,21215,Baltimore,MD,39.345456,-76.68038,-5,1,"39.345456,-76.68038",60161,6.813,8830.32438,False
1043,33304,Fort Lauderdale,FL,26.137693,-80.12646,-5,1,"26.137693,-80.12646",17724,3.185,5564.8351649999995,False
1044,11221,Brooklyn,NY,40.691234,-73.92636999999999,-5,1,"40.691234,-73.92637",78895,1.383,57046.27621,False
1045,23503,Norfolk,VA,36.942947,-76.2547,-5,1,"36.942947,-76.2547",30856,5.171,5967.124347,False
1046,60631,Chicago,IL,41.99623,-87.81090999999999,-6,1,"41.99623,-87.81091",28641,3.72,7699.193548,False
1047,91722,Covina,CA,34.097708000000004,-117.90698,-8,1,"34.097708,-117.90698",34409,4.131,8329.460179000002,False
1048,90232,Culver City,CA,34.021611,-118.39168000000001,-8,1,"34.021611,-118.39168",15149,2.106,7193.25736,False
1049,10033,New York,NY,40.848764,-73.93496,-5,1,"40.848764,-73.93496",53926,0.598,90177.25752999999,False
1050,11096,Inwood,NY,40.618206,-73.74762,-5,1,"40.618206,-73.74762",8344,1.222,6828.150573000001,False
1051,89128,Las Vegas,NV,36.193501,-115.265,-8,1,"36.193501,-115.265",35669,6.001,5943.842693,False
1052,28533,Cherry Point,NC,34.903793,-76.899976,-5,1,"34.903793,-76.899976",2952,0.444,6648.648649000001,True
1053,10019,New York,NY,40.765714,-73.9856,-5,1,"40.765714,-73.9856",42870,0.687,62401.74672,False
1054,97205,Portland,OR,45.520540000000004,-122.68573,-8,1,"45.52054,-122.68573",7688,0.976,7877.04918,False
1055,33056,Opa Locka,FL,25.946754000000002,-80.24962,-5,1,"25.946754,-80.24962",35059,6.064,5781.497361,False
1056,46807,Fort Wayne,IN,41.046848,-85.14480999999999,-5,0,"41.046848,-85.14481",16072,3.208,5009.9750619999995,False
1057,2908,Providence,RI,41.839296000000004,-71.43802,-5,1,"41.839296,-71.43802",37467,3.161,11852.89465,True
1058,94132,San Francisco,CA,37.724231,-122.47958,-8,1,"37.724231,-122.47958",28129,3.11,9044.694534,True
1059,72035,Conway,AR,35.105306,-92.354915,-6,1,"35.105306,-92.354915",1083,0.124,8733.870968000001,True
1060,8901,New Brunswick,NJ,40.488304,-74.44775,-5,1,"40.488304,-74.44775",55223,6.329,8725.391056999999,True
1061,77077,Houston,TX,29.750897,-95.61255,-6,1,"29.750897,-95.61255",52151,8.716000000000001,5983.363928,True
1062,94124,San Francisco,CA,37.732797,-122.39348000000001,-8,1,"37.732797,-122.39348",33996,4.926,6901.3398290000005,False
1063,95376,Tracy,CA,37.728417,-121.42398999999999,-8,1,"37.728417,-121.42399",49859,7.635,6530.320890999999,False
1064,60402,Berwyn,IL,41.836981,-87.79095,-6,1,"41.836981,-87.79095",63448,5.271,12037.18459,False
1065,60107,Streamwood,IL,42.023977,-88.17657,-6,1,"42.023977,-88.17657",39927,7.972,5008.404415,False
1066,19106,Philadelphia,PA,39.951062,-75.14589000000001,-5,1,"39.951062,-75.14589",11740,0.8079999999999999,14529.702969999998,True
1067,2114,Boston,MA,42.361792,-71.06774,-5,1,"42.361792,-71.06774",11999,0.45,26664.44444,False
1068,90241,Downey,CA,33.942289,-118.12901000000001,-8,1,"33.942289,-118.12901",42399,4.925,8608.934009999999,False
1069,11363,Little Neck,NY,40.772636,-73.74644,-5,1,"40.772636,-73.74644",6988,0.8690000000000001,8041.426928,False
1070,91403,Sherman Oaks,CA,34.152513,-118.46396000000001,-8,1,"34.152513,-118.46396",23484,3.6319999999999997,6465.859031,False
1071,37219,Nashville,TN,36.166806,-86.78171999999999,-6,1,"36.166806,-86.78172",1162,0.212,5481.132075,False
1072,19082,Upper Darby,PA,39.958512,-75.26856,-5,1,"39.958512,-75.26856",40997,2.59,15828.957530000001,False
1073,93305,Bakersfield,CA,35.387058,-118.98647,-8,1,"35.387058,-118.98647",37601,5.934,6336.535221,True
1074,11217,Brooklyn,NY,40.68209,-73.97783000000001,-5,1,"40.68209,-73.97783",35881,0.7509999999999999,47777.62983,False
1075,94117,San Francisco,CA,37.770936999999996,-122.44276,-8,1,"37.770937,-122.44276",39169,1.6880000000000002,23204.38389,False
1076,7103,Newark,NJ,40.738501,-74.19507,-5,1,"40.738501,-74.19507",32698,2.127,15372.82558,False
1077,14209,Buffalo,NY,42.913257,-78.86612,-5,1,"42.913257,-78.86612",7926,0.915,8662.295081999999,False
1078,10573,Port Chester,NY,41.010376,-73.67326,-5,1,"41.010376,-73.67326",38352,5.476,7003.652301000001,False
1079,11003,Elmont,NY,40.700528999999996,-73.70223,-5,1,"40.700529,-73.70223",41356,4.143,9982.138547,False
1080,7305,Jersey City,NJ,40.701302,-74.08843,-5,1,"40.701302,-74.08843",60104,5.808,10348.48485,True
1081,91330,Northridge,CA,33.786594,-118.29866200000001,-8,1,"33.786594,-118.298662",2702,0.341,7923.753666,True
1082,93202,Armona,CA,36.311439,-119.70823,-8,1,"36.311439,-119.70823",4143,0.7759999999999999,5338.917526,True
1083,11355,Flushing,NY,40.749463,-73.81940999999999,-5,1,"40.749463,-73.81941",85871,1.739,49379.52846,False
1084,94575,Moraga,CA,37.777208,-121.955399,-8,1,"37.777208,-121.955399",974,0.16699999999999998,5832.335329,False
1085,14607,Rochester,NY,43.149863,-77.58962,-5,1,"43.149863,-77.58962",16223,1.685,9627.893175,False
1086,11581,Valley Stream,NY,40.651733,-73.71079,-5,1,"40.651733,-73.71079",20844,2.6919999999999997,7742.942051000001,False
1087,71998,Arkadelphia,AR,34.055486,-93.189406,-6,1,"34.055486,-93.189406",321,0.036000000000000004,8916.666667,False
1088,90266,Manhattan Beach,CA,33.888980000000004,-118.40535,-8,1,"33.88898,-118.40535",35135,3.9360000000000004,8926.575203,True
1089,97331,Corvallis,OR,44.565647999999996,-123.27906000000002,-8,1,"44.565648,-123.27906",2408,0.32299999999999995,7455.108359000001,False
1090,60601,Chicago,IL,41.886456,-87.62325,-6,1,"41.886456,-87.62325",11110,0.386,28782.38342,True
1091,92101,San Diego,CA,32.719601000000004,-117.16246000000001,-8,1,"32.719601,-117.16246",37095,4.717,7864.108544,True
1092,70803,Baton Rouge,LA,30.405002000000003,-91.18683399999999,-6,1,"30.405002,-91.186834",1335,0.242,5516.528926,False
1093,7028,Glen Ridge,NJ,40.80495,-74.2047,-5,1,"40.80495,-74.2047",7618,1.294,5887.171561,False
1094,8904,Highland Park,NJ,40.500254,-74.4257,-5,1,"40.500254,-74.4257",13982,1.8119999999999998,7716.3355409999995,False
1095,7088,Vauxhall,NJ,40.718401,-74.28416,-5,1,"40.718401,-74.28416",3606,0.425,8484.705881999998,False
1096,98112,Seattle,WA,47.629653000000005,-122.29751999999999,-8,1,"47.629653,-122.29752",21077,3.16,6669.9367090000005,False
1097,2130,Jamaica Plain,MA,42.309998,-71.11171,-5,1,"42.309998,-71.11171",35401,3.3339999999999996,10618.17636,True
1098,60505,Aurora,IL,41.756129,-88.29699000000001,-6,1,"41.756129,-88.29699",76573,11.183,6847.268175,False
1099,92804,Anaheim,CA,33.818165,-117.97304,-8,1,"33.818165,-117.97304",85914,7.004,12266.41919,True
1100,89101,Las Vegas,NV,36.17022,-115.12785,-8,1,"36.17022,-115.12785",46055,5.349,8610.020565,True
1101,90280,South Gate,CA,33.944264000000004,-118.1949,-8,1,"33.944264,-118.1949",94396,7.305,12922.10815,True
1102,95823,Sacramento,CA,38.477508,-121.44561000000002,-8,1,"38.477508,-121.44561",73985,11.804,6267.7905789999995,True
1103,33169,Miami,FL,25.94267,-80.21276,-5,1,"25.94267,-80.21276",39353,6.894,5708.2970700000005,False
1104,7034,Lake Hiawatha,NJ,40.881149,-74.38112,-5,1,"40.881149,-74.38112",9360,1.251,7482.014388,False
1105,7601,Hackensack,NJ,40.888678000000006,-74.0488,-5,1,"40.888678,-74.0488",43010,4.185,10277.180409999999,True
1106,81231,Gunnison,CO,38.702309,-106.940201,-7,1,"38.702309,-106.940201",715,0.063,11349.20635,False
1107,33351,Fort Lauderdale,FL,26.179495000000003,-80.27183000000001,-5,1,"26.179495,-80.27183",32890,5.537999999999999,5938.967136,False
1108,60645,Chicago,IL,42.008956,-87.69634,-6,1,"42.008956,-87.69634",45274,2.258,20050.48716,False
1109,10463,Bronx,NY,40.881085999999996,-73.90749,-5,1,"40.881086,-73.90749",67970,1.449,46908.21256,False
1110,76010,Arlington,TX,32.723382,-97.08498,-6,1,"32.723382,-97.08498",55706,8.917,6247.1683299999995,False
1111,91505,Burbank,CA,34.166906,-118.34366000000001,-8,1,"34.166906,-118.34366",30778,5.04,6106.746032,True
1112,60469,Posen,IL,41.628034,-87.68694,-6,1,"41.628034,-87.68694",5930,0.9490000000000001,6248.682824,False
1113,11434,Jamaica,NY,40.674888,-73.7727,-5,1,"40.674888,-73.7727",59129,3.238,18260.96356,False
1114,60419,Dolton,IL,41.626839000000004,-87.59865,-6,1,"41.626839,-87.59865",22788,4.204,5420.551855,False
1115,60458,Justice,IL,41.746432,-87.83556999999999,-6,1,"41.746432,-87.83557",14428,2.8739999999999997,5020.180932,False
1116,48210,Detroit,MI,42.338136999999996,-83.12785,-5,1,"42.338137,-83.12785",31017,5.042,6151.725506000001,False
1117,48201,Detroit,MI,42.343787,-83.05879,-5,1,"42.343787,-83.05879",12814,2.005,6391.022444,False
1118,22314,Alexandria,VA,38.806163,-77.05139,-5,1,"38.806163,-77.05139",29653,3.8,7803.421053,False
1119,33147,Miami,FL,25.850123999999997,-80.23773,-5,1,"25.850124,-80.23773",46933,7.247999999999999,6475.303532,False
1120,48205,Detroit,MI,42.433703,-82.98068,-5,1,"42.433703,-82.98068",44045,6.382999999999999,6900.360331999999,False
1121,13210,Syracuse,NY,43.037166,-76.12653,-5,1,"43.037166,-76.12653",27606,4.566,6045.992115999999,True
1122,90242,Downey,CA,33.92018,-118.14291000000001,-8,1,"33.92018,-118.14291",43497,4.551,9557.679631,False
1123,11507,Albertson,NY,40.769942,-73.65004,-5,1,"40.769942,-73.65004",7406,1.08,6857.407407,False
1124,93726,Fresno,CA,36.795249,-119.76293000000001,-8,1,"36.795249,-119.76293",40705,6.417000000000001,6343.306841,False
1125,94104,San Francisco,CA,37.791728000000006,-122.4019,-8,1,"37.791728,-122.4019",406,0.078,5205.128205,True
1126,63116,Saint Louis,MO,38.580552000000004,-90.26307,-6,1,"38.580552,-90.26307",43540,5.505,7909.173479000001,False
1127,1105,Springfield,MA,42.096644,-72.5798,-5,1,"42.096644,-72.5798",12350,1.2429999999999999,9935.639582,True
1128,19139,Philadelphia,PA,39.961812,-75.23003,-5,1,"39.961812,-75.23003",41271,1.77,23316.94915,False
1129,53204,Milwaukee,WI,43.017414,-87.92625,-6,1,"43.017414,-87.92625",42355,3.282,12905.24071,False
1130,2111,Boston,MA,42.349838,-71.06101,-5,1,"42.349838,-71.06101",7383,0.27,27344.44444,False
1131,7663,Saddle Brook,NJ,40.904131,-74.09474,-5,1,"40.904131,-74.09474",13659,2.6889999999999996,5079.583488,False
1132,89107,Las Vegas,NV,36.171219,-115.21682,-8,1,"36.171219,-115.21682",36282,5.465,6638.975297,False
1133,93702,Fresno,CA,36.741199,-119.7553,-8,1,"36.741199,-119.7553",48607,5.263999999999999,9233.852584,True
1134,75219,Dallas,TX,32.812462,-96.81411999999999,-6,1,"32.812462,-96.81412",22124,2.1919999999999997,10093.065690000001,False
1135,7087,Union City,NJ,40.767751000000004,-74.0302,-5,1,"40.767751,-74.0302",66515,1.2890000000000001,51602.01707,False
1136,7310,Jersey City,NJ,40.731901,-74.0402,-5,1,"40.731901,-74.0402",12838,0.612,20977.124180000003,False
1137,60415,Chicago Ridge,IL,41.702482,-87.77869,-6,1,"41.702482,-87.77869",14139,2.299,6150.065246,False
1138,91723,Covina,CA,34.085809000000005,-117.88694,-8,1,"34.085809,-117.88694",18275,2.323,7866.98235,False
1139,2460,Newtonville,MA,42.352996000000005,-71.20907,-5,1,"42.352996,-71.20907",8742,1.344,6504.464286,False
1140,84106,Salt Lake City,UT,40.706246,-111.85656999999999,-7,1,"40.706246,-111.85657",33384,6.039,5528.067561,True
1141,94087,Sunnyvale,CA,37.350091,-122.03602,-8,1,"37.350091,-122.03602",54293,6.582999999999999,8247.455567,False
1142,10451,Bronx,NY,40.819728999999995,-73.9223,-5,1,"40.819729,-73.9223",45713,1.03,44381.5534,True
1143,11224,Brooklyn,NY,40.576589,-73.99172,-5,1,"40.576589,-73.99172",47621,1.5430000000000001,30862.605310000003,False
1144,29202,Columbia,SC,34.022921000000004,-81.02886,-5,1,"34.022921,-81.02886",135,0.009000000000000001,15000.0,False
1145,91405,Van Nuys,CA,34.199704,-118.44724,-8,1,"34.199704,-118.44724",51145,3.3089999999999997,15456.331219999998,True
1146,90744,Wilmington,CA,33.784017999999996,-118.25896999999999,-8,1,"33.784018,-118.25897",53815,8.336,6455.734165,False
1147,43403,Bowling Green,OH,41.39235,-83.648996,-5,1,"41.39235,-83.648996",5004,0.205,24409.7561,False
1148,11223,Brooklyn,NY,40.598141999999996,-73.97229,-5,1,"40.598142,-73.97229",78731,2.074,37960.94503,False
1149,94014,Daly City,CA,37.699182,-122.45035,-8,1,"37.699182,-122.45035",47014,6.301,7461.355340000001,False
1150,7311,Jersey City,NJ,40.73235,-74.075391,-5,1,"40.73235,-74.075391",522,0.028999999999999998,18000.0,False
